studyName;Sample Number;Species;Region;Island;Stage;Individual ID;Clutch Completion;Date Egg;Culmen Length (mm);Culmen Depth (mm);Flipper Length (mm);Body Mass (g);Sex;Delta 15 N (o/oo);Delta 13 C (o/oo);Comments
PAL0809;62;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N18A2;Yes;11/03/2008;46.2;14.9;221;5300;MALE;860.092;-2.684.374;
PAL0809;63;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N19A1;Yes;11/13/08;45.7;13.9;214;4400;FEMALE;86.287;-2.660.484;
PAL0809;64;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N19A2;Yes;11/13/08;54.3;15.7;231;5650;MALE;849.662;-2.684.166;
PAL0809;65;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N20A1;Yes;11/04/2008;45.8;14.2;219;4700;FEMALE;860.447;-2.661.601;
PAL0809;66;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N20A2;Yes;11/04/2008;49.8;16.8;230;5700;MALE;847.067;-2.669.166;
PAL0809;67;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N51A1;Yes;11/09/2008;46.2;14.4;214;4650;;824.253;-268.154;
PAL0809;68;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N51A2;Yes;11/09/2008;49.5;16.2;229;5800;MALE;849.854;-2.674.809;
PAL0809;69;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N53A1;Yes;11/13/08;43.5;14.2;220;4700;FEMALE;864.931;-2.668.867;
PAL0809;70;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N53A2;Yes;11/13/08;50.7;15;223;5550;MALE;863.551;-2.674.249;
PAL0809;71;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N54A1;Yes;11/03/2008;47.7;15;216;4750;FEMALE;853.018;-2.672.751;
PAL0809;72;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N54A2;Yes;11/03/2008;46.4;15.6;221;5000;MALE;835.078;-2.670.783;
PAL0809;73;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N55A1;Yes;11/09/2008;48.2;15.6;221;5100;MALE;824.651;-2.666.958;
PAL0809;74;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N55A2;Yes;11/09/2008;46.5;14.8;217;5200;FEMALE;858.487;-265.929;
PAL0809;75;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N56A1;Yes;11/06/2008;46.4;15;216;4700;FEMALE;847.938;-269.547;
PAL0809;76;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N56A2;Yes;11/06/2008;48.6;16;230;5800;MALE;85.964;-2.671.199;
PAL0809;77;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N58A1;Yes;11/06/2008;47.5;14.2;209;4600;FEMALE;839.299;-2.678.733;
PAL0809;78;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N58A2;Yes;11/06/2008;51.1;16.3;220;6000;MALE;840.327;-2.676.821;
PAL0809;79;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N60A1;Yes;11/09/2008;45.2;13.8;215;4750;FEMALE;824.694;-2.665.359;
PAL0809;80;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N60A2;Yes;11/09/2008;45.2;16.4;223;5950;MALE;819.749;-2.665.931;
PAL0910;81;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N1A1;Yes;11/18/09;49.1;14.5;212;4625;FEMALE;835.802;-262.766;
PAL0910;82;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N1A2;Yes;11/18/09;52.5;15.6;221;5450;MALE;828.601;-2.627.573;
PAL0910;83;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N6A1;Yes;11/15/09;47.4;14.6;212;4725;FEMALE;819.101;-2.624.369;
PAL0910;84;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N6A2;Yes;11/15/09;50;15.9;224;5350;MALE;820.042;-2.639.677;
PAL0910;85;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N8A1;Yes;11/22/09;44.9;13.8;212;4750;FEMALE;811.238;-2.620.372;
PAL0910;86;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N8A2;Yes;11/22/09;50.8;17.3;228;5600;MALE;827.428;-2.630.019;
PAL0910;87;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N13A1;Yes;11/20/09;43.4;14.4;218;4600;FEMALE;823.468;-2.618.599;
PAL0910;88;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N13A2;Yes;11/20/09;51.3;14.2;218;5300;MALE;815.426;-263.433;
PAL0910;89;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N14A1;Yes;11/25/09;47.5;14;212;4875;FEMALE;812.691;-2.623.613;
PAL0910;90;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N14A2;Yes;11/25/09;52.1;17;230;5550;MALE;827.595;-2.611.657;
PAL0910;91;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N15A1;Yes;11/25/09;47.5;15;218;4950;FEMALE;829.671;-2.608.547;
PAL0910;92;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N15A2;Yes;11/25/09;52.2;17.1;228;5400;MALE;836.701;-2.589.834;
PAL0910;93;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N18A1;Yes;12/01/2009;45.5;14.5;212;4750;FEMALE;815.566;-2.622.848;
PAL0910;94;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N18A2;Yes;12/01/2009;49.5;16.1;224;5650;MALE;883.352;-2.569.195;
PAL0910;95;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N19A1;Yes;11/27/09;44.5;14.7;214;4850;FEMALE;820.106;-2.616.524;
PAL0910;96;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N19A2;Yes;11/27/09;50.8;15.7;226;5200;MALE;827.102;-2.611.244;
PAL0910;97;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N20A1;Yes;11/18/09;49.4;15.8;216;4925;MALE;803.624;-2.606.594;
PAL0910;98;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N20A2;Yes;11/18/09;46.9;14.6;222;4875;FEMALE;78.881;-2.604.726;
PAL0910;99;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N21A1;Yes;11/18/09;48.4;14.4;203;4625;FEMALE;816.582;-2.613.971;
PAL0910;100;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N21A2;Yes;11/18/09;51.1;16.5;225;5250;MALE;82.066;-2.636.863;
PAL0910;101;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N22A1;Yes;11/22/09;48.5;15;219;4850;FEMALE;810.231;-2.618.763;
PAL0910;102;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N22A2;Yes;11/22/09;55.9;17;228;5600;MALE;83.118;-2.635.425;
PAL0910;103;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N23A1;Yes;11/18/09;47.2;15.5;215;4975;FEMALE;830.817;-2.621.651;
PAL0910;104;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N23A2;Yes;11/18/09;49.1;15;228;5500;MALE;865.914;-2.579.203;
PAL0910;105;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N24A1;Yes;12/01/2009;47.3;13.8;216;4725;;825.818;-2.623.886;
PAL0910;106;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N24A2;Yes;12/01/2009;46.8;16.1;215;5500;MALE;832.359;-2.605.756;
PAL0910;107;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N28A1;Yes;11/10/2009;41.7;14.7;210;4700;FEMALE;812.311;-2.644.815;
PAL0910;108;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N28A2;Yes;11/10/2009;53.4;15.8;219;5500;MALE;841.017;-2.633.867;
PAL0910;109;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N29A1;Yes;11/09/2009;43.3;14;208;4575;FEMALE;84.207;-2.638.092;
PAL0910;110;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N29A2;Yes;11/09/2009;48.1;15.1;209;5500;MALE;845.738;-2.622.664;
PAL0910;111;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N32A1;Yes;11/20/09;50.5;15.2;216;5000;FEMALE;824.691;-2.618.466;
PAL0910;112;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N32A2;Yes;11/20/09;49.8;15.9;229;5950;MALE;829.226;-2.621.019;
PAL0910;113;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N34A1;Yes;11/27/09;43.5;15.2;213;4650;FEMALE;821.634;-2.611.046;
PAL0910;114;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N34A2;Yes;11/27/09;51.5;16.3;230;5500;MALE;878.557;-2.576.147;
PAL0910;115;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N35A1;Yes;11/25/09;46.2;14.1;217;4375;FEMALE;830.231;-2.596.013;
PAL0910;116;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N35A2;Yes;11/25/09;55.1;16;230;5850;MALE;808.354;-2.618.161;
PAL0910;117;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N36A1;Yes;12/01/2009;44.5;15.7;217;4875;.;804.111;-2.618.444;
PAL0910;118;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N36A2;Yes;12/01/2009;48.8;16.2;222;6000;MALE;833.825;-2.588.547;
PAL0910;119;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N38A1;No;12/01/2009;47.2;13.7;214;4925;FEMALE;799.184;-2.620.538;
PAL0910;120;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N38A2;No;12/01/2009;;;;;;;;
PAL0910;121;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N39A1;Yes;11/22/09;46.8;14.3;215;4850;FEMALE;841.151;-2.613.832;
PAL0910;122;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N39A2;Yes;11/22/09;50.4;15.7;222;5750;MALE;830.166;-2.604.117;
PAL0910;123;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N43A1;Yes;11/22/09;45.2;14.8;212;5200;FEMALE;824.246;-2.611.969;
PAL0910;124;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N43A2;Yes;11/22/09;49.9;16.1;213;5400;MALE;83.639;-2.615.531;
